user_id,date_served,marketing_channel,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
a100002328,01/29/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002329,01/17/18,House Ads,FALSE,English,English,0-18 years,,,,
a100002329,01/30/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002330,01/17/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002330,01/31/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002331,01/17/18,Push,FALSE,English,Spanish,24-30 years,,,,
a100002331,01/17/18,Instagram,FALSE,English,Spanish,24-30 years,,,,
a100002332,01/17/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002332,01/18/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002333,01/17/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002333,01/19/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002334,01/18/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002334,01/20/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002335,01/18/18,Facebook,FALSE,English,English,0-18 years,,,,
a100002335,01/21/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002336,01/18/18,House Ads,FALSE,English,Arabic,19-24 years,,,,
a100002336,01/22/18,Facebook,FALSE,English,Arabic,19-24 years,,,,
a100002337,01/18/18,House Ads,FALSE,English,German,24-30 years,,,,
a100002337,01/23/18,Instagram,FALSE,English,German,24-30 years,,,,
a100002338,01/18/18,House Ads,FALSE,English,English,30-36 years,,,,
a100002338,01/24/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002339,01/18/18,Push,FALSE,English,English,36-45 years,,,,
a100002339,01/25/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002340,01/18/18,Facebook,FALSE,English,Spanish,45-55 years,,,,
a100002340,01/26/18,Facebook,FALSE,English,Spanish,45-55 years,,,,
a100002341,01/19/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002341,01/27/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002342,01/19/18,Instagram,FALSE,English,English,19-24 years,,,,
a100002342,01/28/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002343,01/19/18,Facebook,FALSE,English,English,24-30 years,,,,
a100002343,01/29/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002344,01/19/18,House Ads,FALSE,English,English,30-36 years,,,,
a100002344,01/30/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002345,01/19/18,House Ads,FALSE,English,Spanish,36-45 years,,,,
a100002345,01/31/18,Instagram,FALSE,English,Spanish,36-45 years,,,,
a100002346,01/19/18,House Ads,FALSE,English,English,45-55 years,,,,
a100002346,01/17/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002347,01/19/18,Push,FALSE,English,English,0-18 years,,,,
a100002347,01/18/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002348,01/20/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002348,01/19/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002349,01/20/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002349,01/20/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002350,01/20/18,Instagram,FALSE,English,English,30-36 years,,,,
a100002350,01/21/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002351,01/20/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002351,01/22/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002352,01/20/18,House Ads,FALSE,English,English,45-55 years,,,,
a100002352,01/23/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002353,01/20/18,House Ads,FALSE,English,English,0-18 years,,,,
a100002353,01/24/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002354,01/20/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002354,01/25/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002355,01/21/18,Push,FALSE,English,Spanish,24-30 years,,,,
a100002355,01/26/18,Instagram,FALSE,English,Spanish,24-30 years,,,,
a100002356,01/21/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002356,01/27/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002357,01/21/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002357,01/28/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002358,01/21/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002358,01/29/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002359,01/21/18,Facebook,FALSE,English,English,0-18 years,,,,
a100002359,01/30/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002360,01/21/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002360,01/31/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002361,01/21/18,House Ads,FALSE,English,Spanish,24-30 years,,,,
a100002361,01/17/18,Instagram,FALSE,English,Spanish,24-30 years,,,,
a100002362,01/22/18,House Ads,FALSE,English,English,30-36 years,,,,
a100002362,01/18/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002363,01/22/18,Push,FALSE,English,English,36-45 years,,,,
a100002363,01/19/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002364,01/22/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002364,01/20/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002365,01/22/18,Instagram,FALSE,English,Spanish,0-18 years,,,,
a100002365,01/21/18,Instagram,FALSE,English,Spanish,0-18 years,,,,
a100002366,01/22/18,Instagram,FALSE,English,English,19-24 years,,,,
a100002366,01/22/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002367,01/22/18,Facebook,FALSE,English,English,24-30 years,,,,
a100002367,01/23/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002368,01/22/18,House Ads,FALSE,English,English,30-36 years,,,,
a100002368,01/24/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002368,01/20/18,Instagram,FALSE,English,English,30-36 years,,,,
a100002368,01/20/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002368,01/20/18,Instagram,FALSE,English,English,30-36 years,,,,
a100002369,01/23/18,House Ads,FALSE,English,English,36-45 years,,,,
a100002369,01/25/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002369,01/20/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002369,01/20/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002369,01/20/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002370,01/23/18,House Ads,FALSE,English,English,45-55 years,,,,
a100002370,01/26/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002370,01/20/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002370,01/20/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002370,01/20/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002371,01/23/18,Push,FALSE,English,English,0-18 years,,,,
a100002371,01/27/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002372,01/23/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002372,01/28/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002373,01/23/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002373,01/29/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002374,01/23/18,Instagram,FALSE,English,English,30-36 years,,,,
a100002374,01/30/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002375,01/23/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002375,01/31/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002375,01/20/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002375,01/20/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002375,01/31/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002376,01/24/18,House Ads,FALSE,English,English,45-55 years,,,,
a100002376,01/15/18,Email,FALSE,English,English,45-55 years,,,,
a100002376,01/14/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002376,01/14/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002376,01/31/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002377,01/24/18,House Ads,FALSE,English,English,0-18 years,,,,
a100002377,01/15/18,Email,FALSE,English,English,0-18 years,,,,
a100002378,01/24/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002378,01/15/18,Email,TRUE,English,English,19-24 years,,,,
a100002379,01/24/18,Push,FALSE,English,English,24-30 years,,,,
a100002379,01/15/18,Email,FALSE,English,English,24-30 years,,,,
a100002380,01/24/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002380,01/15/18,Email,TRUE,English,English,30-36 years,,,,
a100002381,01/24/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002381,01/15/18,Email,FALSE,English,English,36-45 years,,,,
a100002382,01/24/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002382,01/15/18,Email,TRUE,English,English,45-55 years,,,,
a100002383,01/24/18,Facebook,FALSE,English,English,0-18 years,,,,
a100002383,01/15/18,Email,TRUE,English,English,0-18 years,,,,
a100002384,01/25/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002384,01/15/18,Email,FALSE,English,English,19-24 years,,,,
a100002385,01/25/18,House Ads,FALSE,English,English,24-30 years,,,,
a100002385,01/15/18,Email,FALSE,English,English,24-30 years,,,,
a100002386,01/25/18,House Ads,FALSE,Spanish,English,30-36 years,,,,
a100002386,01/15/18,Email,TRUE,Spanish,English,30-36 years,,,,
a100002387,01/25/18,Push,FALSE,English,English,36-45 years,,,,
a100002387,01/15/18,Email,TRUE,English,English,36-45 years,,,,
a100002388,01/25/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002388,01/15/18,Email,TRUE,English,English,45-55 years,,,,
a100002389,01/25/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002389,01/15/18,Email,FALSE,English,English,0-18 years,,,,
a100002390,01/25/18,Instagram,FALSE,English,English,19-24 years,,,,
a100002390,01/15/18,Email,FALSE,English,English,19-24 years,,,,
a100002391,01/26/18,Facebook,FALSE,English,English,24-30 years,,,,
a100002391,01/15/18,Email,FALSE,English,English,24-30 years,,,,
a100002392,01/26/18,House Ads,FALSE,English,English,30-36 years,,,,
a100002392,01/15/18,Email,FALSE,English,English,30-36 years,,,,
a100002393,01/26/18,House Ads,FALSE,English,English,36-45 years,,,,
a100002393,01/15/18,Email,FALSE,English,English,36-45 years,,,,
a100002394,01/26/18,House Ads,FALSE,Spanish,Spanish,45-55 years,,,,
a100002394,01/15/18,Email,FALSE,Spanish,Spanish,45-55 years,,,,
a100002395,01/26/18,Push,FALSE,English,English,0-18 years,,,,
a100002395,01/15/18,Email,FALSE,English,English,0-18 years,,,,
a100002396,01/26/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002396,01/15/18,Email,FALSE,English,English,19-24 years,,,,
a100002397,01/26/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002397,01/15/18,Email,FALSE,English,English,24-30 years,,,,
a100002398,01/27/18,Instagram,FALSE,English,English,30-36 years,,,,
a100002398,01/15/18,Email,TRUE,English,English,30-36 years,,,,
a100002399,01/27/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002399,01/15/18,Email,TRUE,English,English,36-45 years,,,,
a100002400,01/27/18,House Ads,FALSE,English,English,45-55 years,,,,
a100002400,01/15/18,Email,FALSE,English,English,45-55 years,,,,
a100002401,01/27/18,House Ads,FALSE,Spanish,Spanish,0-18 years,,,,
a100002401,01/15/18,Email,TRUE,Spanish,Spanish,0-18 years,,,,
a100002402,01/27/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002402,01/15/18,Email,TRUE,English,English,19-24 years,,,,
a100002403,01/27/18,Push,FALSE,English,English,24-30 years,,,,
a100002403,01/15/18,Email,FALSE,English,English,24-30 years,,,,
a100002404,01/27/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002404,01/15/18,Email,FALSE,English,English,30-36 years,,,,
a100002405,01/28/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002405,01/15/18,Email,FALSE,English,English,36-45 years,,,,
a100002406,01/28/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002406,01/15/18,Email,FALSE,English,English,45-55 years,,,,
a100002407,01/28/18,Facebook,FALSE,English,English,0-18 years,,,,
a100002407,01/15/18,Email,FALSE,English,English,0-18 years,,,,
a100002408,01/28/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002408,01/15/18,Email,FALSE,English,English,19-24 years,,,,
a100002409,01/28/18,House Ads,FALSE,Spanish,Spanish,24-30 years,,,,
a100002409,01/15/18,Email,FALSE,Spanish,Spanish,24-30 years,,,,
a100002410,01/28/18,House Ads,FALSE,Arabic,Arabic,30-36 years,,,,
a100002410,01/15/18,Email,FALSE,Arabic,Arabic,30-36 years,,,,
a100002411,01/28/18,Push,FALSE,English,English,36-45 years,,,,
a100002411,01/15/18,Email,FALSE,English,English,36-45 years,,,,
a100002412,01/29/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002412,01/15/18,Email,FALSE,English,English,45-55 years,,,,
a100002413,01/29/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002413,01/15/18,Email,FALSE,English,English,0-18 years,,,,
a100002414,01/29/18,Instagram,FALSE,English,English,19-24 years,,,,
a100002414,01/15/18,Email,FALSE,English,English,19-24 years,,,,
a100002415,01/29/18,Facebook,FALSE,English,English,24-30 years,,,,
a100002415,01/15/18,Email,FALSE,English,English,24-30 years,,,,
a100002416,01/29/18,House Ads,FALSE,Spanish,Spanish,30-36 years,,,,
a100002416,01/15/18,Email,FALSE,Spanish,Spanish,30-36 years,,,,
a100002417,01/29/18,House Ads,FALSE,Arabic,Arabic,36-45 years,,,,
a100002417,01/15/18,Email,FALSE,Arabic,Arabic,36-45 years,,,,
a100002418,01/29/18,House Ads,FALSE,English,English,45-55 years,,,,
a100002418,01/15/18,Email,FALSE,English,English,45-55 years,,,,
a100002419,01/30/18,Push,FALSE,English,English,0-18 years,,,,
a100002419,01/15/18,Email,FALSE,English,English,0-18 years,,,,
a100002420,01/30/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002420,01/15/18,Email,FALSE,English,English,19-24 years,,,,
a100002421,01/30/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002421,01/15/18,Email,FALSE,English,English,24-30 years,,,,
a100002422,01/30/18,Instagram,FALSE,English,English,30-36 years,,,,
a100002422,01/15/18,Email,FALSE,English,English,30-36 years,,,,
a100002423,01/30/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002423,01/15/18,Email,FALSE,English,English,36-45 years,,,,
a100002424,01/30/18,House Ads,FALSE,English,English,45-55 years,,,,
a100002424,01/15/18,Email,FALSE,English,English,45-55 years,,,,
a100002425,01/30/18,House Ads,FALSE,Spanish,Spanish,0-18 years,,,,
a100002425,01/15/18,Email,FALSE,Spanish,Spanish,0-18 years,,,,
a100002426,01/31/18,House Ads,FALSE,Arabic,Arabic,19-24 years,,,,
a100002426,01/15/18,Email,FALSE,Arabic,Arabic,19-24 years,,,,
a100002427,01/31/18,Push,FALSE,English,English,24-30 years,,,,
a100002427,01/15/18,Email,FALSE,English,English,24-30 years,,,,
a100002428,01/31/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002428,01/15/18,Email,FALSE,English,English,30-36 years,,,,
a100002429,01/31/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002429,01/15/18,Email,FALSE,English,English,36-45 years,,,,
a100002430,01/31/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002430,01/15/18,Email,FALSE,English,English,45-55 years,,,,
a100002431,01/31/18,Facebook,FALSE,English,English,0-18 years,,,,
a100002431,01/15/18,Email,FALSE,English,English,0-18 years,,,,
a100002432,01/31/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002432,01/15/18,Email,FALSE,English,English,19-24 years,,,,
a100002433,01/01/18,House Ads,FALSE,English,English,24-30 years,,,,
a100002433,01/15/18,Email,FALSE,English,English,24-30 years,,,,
a100002434,01/01/18,House Ads,FALSE,Spanish,Spanish,30-36 years,,,,
a100002434,01/15/18,Email,TRUE,Spanish,Spanish,30-36 years,,,,
a100002435,01/01/18,Push,FALSE,English,English,36-45 years,,,,
a100002435,01/15/18,Email,TRUE,English,English,36-45 years,,,,
a100002436,01/01/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002436,01/15/18,Email,TRUE,English,English,45-55 years,,,,
a100002437,01/01/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002437,01/15/18,Email,FALSE,English,English,0-18 years,,,,
a100002438,01/01/18,Instagram,FALSE,English,English,19-24 years,,,,
a100002438,01/15/18,Email,FALSE,English,English,19-24 years,,,,
a100002439,01/01/18,Facebook,FALSE,English,English,24-30 years,,,,
a100002439,01/15/18,Email,FALSE,English,English,24-30 years,,,,
a100002440,01/02/18,House Ads,FALSE,English,English,30-36 years,,,,
a100002440,01/15/18,Email,FALSE,English,English,30-36 years,,,,
a100002441,01/02/18,House Ads,FALSE,English,English,36-45 years,,,,
a100002441,01/15/18,Email,FALSE,English,English,36-45 years,,,,
a100002442,01/02/18,House Ads,FALSE,Spanish,Spanish,45-55 years,,,,
a100002442,01/15/18,Email,FALSE,Spanish,Spanish,45-55 years,,,,
a100002443,01/02/18,Push,FALSE,English,English,0-18 years,,,,
a100002443,01/15/18,Email,FALSE,English,English,0-18 years,,,,
a100002444,01/02/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002445,01/02/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002446,01/02/18,Instagram,FALSE,English,English,30-36 years,,,,
a100002447,01/03/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002448,01/03/18,House Ads,FALSE,English,English,45-55 years,,,,
a100002449,01/03/18,House Ads,FALSE,Spanish,Spanish,0-18 years,,,,
a100002450,01/03/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002451,01/03/18,Push,FALSE,English,English,24-30 years,,,,
a100002452,01/03/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002453,01/03/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002454,01/04/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002455,01/04/18,Facebook,FALSE,English,English,0-18 years,,,,
a100002456,01/04/18,House Ads,FALSE,Spanish,Spanish,19-24 years,,,,
a100002457,01/04/18,House Ads,FALSE,English,English,24-30 years,,,,
a100002458,01/04/18,House Ads,FALSE,English,English,30-36 years,,,,
a100002459,01/04/18,Push,FALSE,English,English,36-45 years,,,,
a100002460,01/04/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002461,01/05/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002462,01/05/18,Instagram,FALSE,English,English,19-24 years,,,,
a100002463,01/05/18,Facebook,FALSE,English,English,24-30 years,,,,
a100002464,01/05/18,House Ads,FALSE,English,English,30-36 years,,,,
a100002465,01/05/18,House Ads,FALSE,Spanish,Spanish,36-45 years,,,,
a100002466,01/05/18,House Ads,FALSE,Spanish,Spanish,45-55 years,,,,
a100002467,01/05/18,Push,FALSE,English,English,0-18 years,,,,
a100002468,01/06/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002469,01/06/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002470,01/06/18,Instagram,FALSE,English,English,30-36 years,,,,
a100002471,01/06/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002472,01/06/18,House Ads,FALSE,German,German,45-55 years,,,,
a100002473,01/06/18,House Ads,FALSE,Spanish,Spanish,0-18 years,,,,
a100002474,01/06/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002475,01/07/18,Push,FALSE,English,English,24-30 years,,,,
a100002476,01/07/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002477,01/07/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002478,01/07/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002479,01/07/18,Facebook,FALSE,English,English,0-18 years,,,,
a100002480,01/07/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002481,01/08/18,House Ads,FALSE,English,English,24-30 years,,,,
a100002482,01/08/18,House Ads,FALSE,German,German,30-36 years,,,,
a100002483,01/08/18,Push,FALSE,English,English,36-45 years,,,,
a100002484,01/08/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002485,01/08/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002486,01/08/18,Instagram,FALSE,English,English,19-24 years,,,,
a100002487,01/08/18,Facebook,FALSE,English,English,24-30 years,,,,
a100002488,01/09/18,House Ads,FALSE,English,English,30-36 years,,,,
a100002489,01/09/18,House Ads,FALSE,English,English,36-45 years,,,,
a100002490,01/09/18,House Ads,FALSE,Spanish,Spanish,45-55 years,,,,
a100002491,01/09/18,Push,FALSE,English,English,0-18 years,,,,
a100002492,01/09/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002493,01/09/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002494,01/09/18,Instagram,FALSE,English,English,30-36 years,,,,
a100002495,01/10/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002496,01/10/18,House Ads,FALSE,English,English,45-55 years,,,,
a100002497,01/10/18,House Ads,FALSE,English,English,0-18 years,,,,
a100002498,01/10/18,House Ads,FALSE,Spanish,Spanish,19-24 years,,,,
a100002499,01/10/18,Push,FALSE,English,English,24-30 years,,,,
a100002500,01/10/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002501,01/10/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002502,01/11/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002503,01/11/18,Facebook,FALSE,English,English,0-18 years,,,,
a100002504,01/11/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002505,01/11/18,House Ads,FALSE,English,English,24-30 years,,,,
a100002506,01/11/18,House Ads,FALSE,English,Spanish,30-36 years,,,,
a100002507,01/11/18,Push,FALSE,English,English,36-45 years,,,,
a100002508,01/11/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002509,01/12/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002510,01/12/18,Instagram,FALSE,English,English,19-24 years,,,,
a100002511,01/12/18,Facebook,FALSE,English,English,24-30 years,,,,
a100002512,01/12/18,House Ads,FALSE,English,English,30-36 years,,,,
a100002513,01/12/18,House Ads,FALSE,English,English,36-45 years,,,,
a100002514,01/12/18,House Ads,FALSE,English,German,45-55 years,,,,
a100002515,01/12/18,Push,FALSE,English,English,0-18 years,,,,
a100002516,01/13/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002517,01/13/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002518,01/13/18,Instagram,FALSE,English,English,30-36 years,,,,
a100002519,01/13/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002520,01/13/18,House Ads,FALSE,English,Spanish,45-55 years,,,,
a100002521,01/13/18,House Ads,FALSE,English,Arabic,0-18 years,,,,
a100002522,01/13/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002523,01/14/18,Push,FALSE,English,English,24-30 years,,,,
a100002524,01/14/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002525,01/14/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002526,01/14/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002527,01/14/18,Facebook,FALSE,English,English,0-18 years,,,,
a100002528,01/14/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002529,01/14/18,House Ads,FALSE,English,English,24-30 years,,,,
a100002530,01/15/18,House Ads,FALSE,English,Spanish,30-36 years,,,,
a100002531,01/15/18,Push,FALSE,English,Arabic,36-45 years,,,,
a100002532,01/15/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002533,01/15/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002534,01/15/18,Instagram,FALSE,English,English,19-24 years,,,,
a100002535,01/15/18,Facebook,FALSE,English,English,24-30 years,,,,
a100002536,01/15/18,House Ads,FALSE,English,English,30-36 years,,,,
a100002537,01/16/18,House Ads,FALSE,English,Spanish,36-45 years,,,,
a100002538,01/16/18,House Ads,FALSE,English,Arabic,45-55 years,,,,
a100002539,01/16/18,Push,FALSE,English,English,0-18 years,,,,
a100002540,01/16/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002541,01/16/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002542,01/16/18,Instagram,FALSE,English,English,30-36 years,,,,
a100002543,01/16/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002544,01/17/18,House Ads,FALSE,English,German,45-55 years,,,,
a100002545,01/17/18,House Ads,FALSE,English,Arabic,0-18 years,,,,
a100002546,01/17/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002547,01/17/18,Push,FALSE,English,English,24-30 years,,,,
a100002548,01/17/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002549,01/17/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002550,01/17/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002551,01/18/18,Facebook,FALSE,English,English,0-18 years,,,,
a100002552,01/18/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002553,01/18/18,House Ads,FALSE,English,German,24-30 years,,,,
a100002554,01/18/18,House Ads,FALSE,English,Arabic,30-36 years,,,,
a100002555,01/18/18,Push,FALSE,English,English,36-45 years,,,,
a100002556,01/18/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002557,01/18/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002558,01/19/18,Instagram,FALSE,English,English,19-24 years,,,,
a100002559,01/19/18,Facebook,FALSE,English,English,24-30 years,,,,
a100002560,01/19/18,House Ads,FALSE,English,German,30-36 years,,,,
a100002561,01/19/18,House Ads,FALSE,English,Arabic,36-45 years,,,,
a100002562,01/19/18,House Ads,FALSE,English,English,45-55 years,,,,
a100002563,01/19/18,Push,FALSE,English,English,0-18 years,,,,
a100002564,01/19/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002565,01/20/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002566,01/20/18,Instagram,FALSE,English,English,30-36 years,,,,
a100002567,01/20/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002568,01/20/18,House Ads,FALSE,English,German,45-55 years,,,,
a100002569,01/20/18,House Ads,FALSE,English,Arabic,0-18 years,,,,
a100002570,01/20/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002571,01/20/18,Push,FALSE,English,English,24-30 years,,,,
a100002572,01/21/18,Facebook,FALSE,English,English,30-36 years,,,,
a100002573,01/21/18,Instagram,FALSE,English,English,36-45 years,,,,
a100002574,01/21/18,Instagram,FALSE,English,English,45-55 years,,,,
a100002575,01/21/18,Facebook,FALSE,English,English,0-18 years,,,,
a100002576,01/21/18,House Ads,FALSE,English,English,19-24 years,,,,
a100002577,01/21/18,House Ads,FALSE,English,German,24-30 years,,,,
a100002578,01/21/18,House Ads,FALSE,English,Arabic,30-36 years,,,,
a100002579,01/22/18,Push,FALSE,English,English,36-45 years,,,,
a100002580,01/22/18,Facebook,FALSE,English,English,45-55 years,,,,
a100002581,01/22/18,Instagram,FALSE,English,English,0-18 years,,,,
a100002582,01/22/18,Instagram,FALSE,English,English,19-24 years,,,,
a100002583,01/22/18,Facebook,FALSE,English,English,24-30 years,,,,
a100002584,01/22/18,House Ads,FALSE,English,English,30-36 years,,,,
a100002585,01/22/18,House Ads,FALSE,English,English,36-45 years,,,,
a100002586,01/23/18,House Ads,FALSE,English,German,45-55 years,,,,
a100002587,01/23/18,Push,FALSE,English,English,0-18 years,,,,
a100002588,01/23/18,Facebook,FALSE,English,English,19-24 years,,,,
a100002589,01/23/18,Instagram,FALSE,English,English,24-30 years,,,,
a100002590,01/23/18,Instagram,FALSE,English,English,30-36 years,,,,
a100002591,01/23/18,Facebook,FALSE,English,English,36-45 years,,,,
a100002592,01/23/18,House Ads,FALSE,English,German,45-55 years,,,,
a100002593,01/24/18,House Ads,FALSE,English,English,0-18 years,,,,
a100002594,01/24/18,House Ads,FALSE,English,German,19-24 years,,,,
